doy,dow,month,highpricemwh,lowpricemwh,price,change,vol,numt,numc,date,mean_price,dm_price,highsd,avgsd,lowsd,fogsd,rainsd,raintsd,rainfsd,highla,avgla,lowla,fogla,rainla,raintla,rainfla,cloudsd,cloudla,multtemp,addtemp,predprice,cloud,datename,totalest,accommodationandfoodservices,administrativeandsupportandwaste,agricultureforestryfishingandhun,artsentertainmentandrecreation,construction,educationalservices,financeandinsurance,healthcareandsocialassistance,industriesnotclassified,information,managementofcompaniesandenterpri,manufacturing,mining,otherservicesexceptpublicadminis,professionalscientificandtechnic,realestateandrentalandleasing,retailtrade,transportationandwarehousing,utilities,wholesaletrade,totalemp,accommodationandfoodservicesempl,v25,v26,artsentertainmentandrecreationem,constructionemployees,educationalservicesemployees,financeandinsuranceemployees,healthcareandsocialassistanceemp,industriesnotclassifiedemployees,informationemployees,v34,manufacturingemployees,miningemployees,v37,v38,realestateandrentalandleasingemp,retailtradeemployees,transportationandwarehousingempl,utilitiesemployees,wholesaletradeemployees,totalpay,accommodationandfoodservicespayr,v46,v47,artsentertainmentandrecreationpa,constructionpayroll,educationalservicespayroll,financeandinsurancepayroll,healthcareandsocialassistancepay,industriesnotclassifiedpayroll,informationpayroll,v55,manufacturingpayroll,miningpayroll,v58,v59,realestateandrentalandleasingpay,retailtradepayroll,transportationandwarehousingpayr,utilitiespayroll,wholesaletradepayroll,totalpayint,totalempint,totalestint,ngprice,_merge
,,,,,,,,,,15503,,,,,,,,,,,,,,,,,,,,,,,6/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15504,,,,,,,,,,,,,,,,,,,,,,,6/13/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15505,,,,,,,,,,,,,,,,,,,,,,,6/14/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15508,,,,,,,,,,,,,,,,,,,,,,,6/17/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15509,,,,,,,,,,,,,,,,,,,,,,,6/18/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15510,,,,,,,,,,,,,,,,,,,,,,,6/19/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15511,,,,,,,,,,,,,,,,,,,,,,,6/20/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15512,,,,,,,,,,,,,,,,,,,,,,,6/21/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15515,,,,,,,,,,,,,,,,,,,,,,,6/24/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15516,,,,,,,,,,,,,,,,,,,,,,,6/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15517,,,,,,,,,,,,,,,,,,,,,,,6/26/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15518,,,,,,,,,,,,,,,,,,,,,,,6/27/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15519,,,,,,,,,,,,,,,,,,,,,,,6/28/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15522,,,,,,,,,,,,,,,,,,,,,,,7/1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15523,,,,,,,,,,,,,,,,,,,,,,,7/2/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15524,,,,,,,,,,,,,,,,,,,,,,,7/3/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15526,,,,,,,,,,,,,,,,,,,,,,,7/5/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15529,,,,,,,,,,,,,,,,,,,,,,,7/8/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15530,,,,,,,,,,,,,,,,,,,,,,,7/9/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15531,,,,,,,,,,,,,,,,,,,,,,,7/10/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15532,,,,,,,,,,,,,,,,,,,,,,,7/11/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15533,,,,,,,,,,,,,,,,,,,,,,,7/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15536,,,,,,,,,,,,,,,,,,,,,,,7/15/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15537,,,,,,,,,,,,,,,,,,,,,,,7/16/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15538,,,,,,,,,,,,,,,,,,,,,,,7/17/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15539,,,,,,,,,,,,,,,,,,,,,,,7/18/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15540,,,,,,,,,,,,,,,,,,,,,,,7/19/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15543,,,,,,,,,,,,,,,,,,,,,,,7/22/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15544,,,,,,,,,,,,,,,,,,,,,,,7/23/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15545,,,,,,,,,,,,,,,,,,,,,,,7/24/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15546,,,,,,,,,,,,,,,,,,,,,,,7/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15547,,,,,,,,,,,,,,,,,,,,,,,7/26/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15550,,,,,,,,,,,,,,,,,,,,,,,7/29/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15551,,,,,,,,,,,,,,,,,,,,,,,7/30/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15552,,,,,,,,,,,,,,,,,,,,,,,7/31/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15553,,,,,,,,,,,,,,,,,,,,,,,8/1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15554,,,,,,,,,,,,,,,,,,,,,,,8/2/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15557,,,,,,,,,,,,,,,,,,,,,,,8/5/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15558,,,,,,,,,,,,,,,,,,,,,,,8/6/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15559,,,,,,,,,,,,,,,,,,,,,,,8/7/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15560,,,,,,,,,,,,,,,,,,,,,,,8/8/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15561,,,,,,,,,,,,,,,,,,,,,,,8/9/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15564,,,,,,,,,,,,,,,,,,,,,,,8/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15565,,,,,,,,,,,,,,,,,,,,,,,8/13/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15566,,,,,,,,,,,,,,,,,,,,,,,8/14/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15567,,,,,,,,,,,,,,,,,,,,,,,8/15/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15568,,,,,,,,,,,,,,,,,,,,,,,8/16/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15571,,,,,,,,,,,,,,,,,,,,,,,8/19/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15572,,,,,,,,,,,,,,,,,,,,,,,8/20/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15573,,,,,,,,,,,,,,,,,,,,,,,8/21/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15574,,,,,,,,,,,,,,,,,,,,,,,8/22/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15575,,,,,,,,,,,,,,,,,,,,,,,8/23/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15578,,,,,,,,,,,,,,,,,,,,,,,8/26/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15579,,,,,,,,,,,,,,,,,,,,,,,8/27/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15580,,,,,,,,,,,,,,,,,,,,,,,8/28/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15581,,,,,,,,,,,,,,,,,,,,,,,8/29/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15582,,,,,,,,,,,,,,,,,,,,,,,8/30/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15586,,,,,,,,,,,,,,,,,,,,,,,9/3/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15587,,,,,,,,,,,,,,,,,,,,,,,9/4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15588,,,,,,,,,,,,,,,,,,,,,,,9/5/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15589,,,,,,,,,,,,,,,,,,,,,,,9/6/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15592,,,,,,,,,,,,,,,,,,,,,,,9/9/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15593,,,,,,,,,,,,,,,,,,,,,,,9/10/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15594,,,,,,,,,,,,,,,,,,,,,,,9/11/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15595,,,,,,,,,,,,,,,,,,,,,,,9/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15596,,,,,,,,,,,,,,,,,,,,,,,9/13/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15599,,,,,,,,,,,,,,,,,,,,,,,9/16/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15600,,,,,,,,,,,,,,,,,,,,,,,9/17/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15601,,,,,,,,,,,,,,,,,,,,,,,9/18/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15602,,,,,,,,,,,,,,,,,,,,,,,9/19/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15603,,,,,,,,,,,,,,,,,,,,,,,9/20/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15606,,,,,,,,,,,,,,,,,,,,,,,9/23/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15607,,,,,,,,,,,,,,,,,,,,,,,9/24/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15608,,,,,,,,,,,,,,,,,,,,,,,9/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15609,,,,,,,,,,,,,,,,,,,,,,,9/26/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15610,,,,,,,,,,,,,,,,,,,,,,,9/27/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15613,,,,,,,,,,,,,,,,,,,,,,,9/30/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15614,,,,,,,,,,,,,,,,,,,,,,,10/1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15615,,,,,,,,,,,,,,,,,,,,,,,10/2/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15616,,,,,,,,,,,,,,,,,,,,,,,10/3/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15617,,,,,,,,,,,,,,,,,,,,,,,10/4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15620,,,,,,,,,,,,,,,,,,,,,,,10/7/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15621,,,,,,,,,,,,,,,,,,,,,,,10/8/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15622,,,,,,,,,,,,,,,,,,,,,,,10/9/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15623,,,,,,,,,,,,,,,,,,,,,,,10/10/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15624,,,,,,,,,,,,,,,,,,,,,,,10/11/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15627,,,,,,,,,,,,,,,,,,,,,,,10/14/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15628,,,,,,,,,,,,,,,,,,,,,,,10/15/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15629,,,,,,,,,,,,,,,,,,,,,,,10/16/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15630,,,,,,,,,,,,,,,,,,,,,,,10/17/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15631,,,,,,,,,,,,,,,,,,,,,,,10/18/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15634,,,,,,,,,,,,,,,,,,,,,,,10/21/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15636,,,,,,,,,,,,,,,,,,,,,,,10/23/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15637,,,,,,,,,,,,,,,,,,,,,,,10/24/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15638,,,,,,,,,,,,,,,,,,,,,,,10/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15641,,,,,,,,,,,,,,,,,,,,,,,10/28/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15642,,,,,,,,,,,,,,,,,,,,,,,10/29/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15643,,,,,,,,,,,,,,,,,,,,,,,10/30/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15644,,,,,,,,,,,,,,,,,,,,,,,10/31/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15645,,,,,,,,,,,,,,,,,,,,,,,11/1/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15648,,,,,,,,,,,,,,,,,,,,,,,11/4/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15649,,,,,,,,,,,,,,,,,,,,,,,11/5/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15650,,,,,,,,,,,,,,,,,,,,,,,11/6/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15651,,,,,,,,,,,,,,,,,,,,,,,11/7/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15652,,,,,,,,,,,,,,,,,,,,,,,11/8/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15656,,,,,,,,,,,,,,,,,,,,,,,11/12/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15657,,,,,,,,,,,,,,,,,,,,,,,11/13/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15658,,,,,,,,,,,,,,,,,,,,,,,11/14/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15659,,,,,,,,,,,,,,,,,,,,,,,11/15/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15662,,,,,,,,,,,,,,,,,,,,,,,11/18/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15663,,,,,,,,,,,,,,,,,,,,,,,11/19/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15664,,,,,,,,,,,,,,,,,,,,,,,11/20/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15665,,,,,,,,,,,,,,,,,,,,,,,11/21/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15666,,,,,,,,,,,,,,,,,,,,,,,11/22/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15669,,,,,,,,,,,,,,,,,,,,,,,11/25/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
,,,,,,,,,,15670,,,,,,,,,,,,,,,,,,,,,,,11/26/02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,master only (1)
